,zip-code,neighborhood-latitude,neighborhood-longitude,venue-id,venue-name,venue-distance,venue-latitude,venue-longitude,venue-category
0,220001,53.887919,27.5381191,4c8cf10555fba093fdb663ab,Баня № 7,192,53.8891645,27.540151300000005,Bath House
1,220001,53.887919,27.5381191,55b29ffa498e519a9a539ac1,Hampton by Hilton,408,53.8889509,27.544090100000002,Hotel
2,220001,53.887919,27.5381191,5b7d910167e5f2002cbaa676,Love Is Muffin,6,53.887879500000004,27.538036100000003,Café
3,220001,53.887919,27.5381191,5756af9c498e47bf24348c6f,ціКава,358,53.8887205,27.5434102,Coffee Shop
4,220036,53.89504029999999,27.5203662,53653dee498ec5bdccef681a,Renaissance Minsk Hotel,622,53.8924958,27.528822700000003,Hotel
5,220001,53.887919,27.5381191,4f622d94e4b0ee949a050770,Wellness Club «Экомедсервис»,393,53.8900814,27.5428735,Gym / Fitness Center
6,220036,53.89504029999999,27.5203662,547f4834498efc3535414ec4,Spa & Fitness Renaissance,644,53.8921939,27.5289234,Gym / Fitness Center
7,220001,53.887919,27.5381191,4fec3d63f136646b4055b507,OZ.by,365,53.8848553,27.540111199999995,Bookstore
8,220001,53.887919,27.5381191,4c23335899282d7fa93d68b0,Белинфонет (ADSL.BY),394,53.8844702,27.539476899999997,IT Services
9,220001,53.887919,27.5381191,51162c3ce4b0030c468d32bb,SPAкой,377,53.8900067,27.542645500000003,Spa
10,220001,53.887919,27.5381191,522e129011d27b844f04e730,Студия танца Ольги Репиной,263,53.8902221,27.5371859,Dance Studio
11,220001,53.887919,27.5381191,52060de111d23e81b7ae15ea,Dileksa,435,53.891641299999996,27.540138800000005,Dance Studio
12,220001,53.887919,27.5381191,57e6b394498e0aaf38128b6d,City Room,488,53.884135,27.5418876,Hookah Bar
13,220001,53.887919,27.5381191,4f6454a0e4b09ff9bc603515,Woman,292,53.890031900000004,27.540763000000002,Gym / Fitness Center
14,220001,53.887919,27.5381191,4dcd01b652b1f8915b71e612,Молодежный Театр Эстрады,124,53.886885,27.537397499999997,Theater
15,220001,53.887919,27.5381191,5661b360498ee423e5c29c9e,Papa John's,480,53.8842394,27.541961199999996,Pizza Place
16,220001,53.887919,27.5381191,59cb84d8a0215b7fe3b109b9,Ежедневник,185,53.886371600000004,27.537070299999996,Bistro
17,220001,53.887919,27.5381191,56f7ed09cd1083ad4aa55032,Coffee Like,177,53.886472,27.536965999999996,Coffee Shop
18,220010,53.896201,27.5448597,4d42ac7051cca35d547603db,Белорусский государственный академический музыкальный театр,312,53.8954046,27.540285700000002,Theater
19,220001,53.887919,27.5381191,56ee61da498edb1ceea0b535,Restaurant in Hampton by Hilton,374,53.8889222,27.5435668,Hotel
20,220001,53.887919,27.5381191,56c83829cd1086304f0cf983,Donut Point,289,53.8863315,27.5416135,Donut Shop
21,220001,53.887919,27.5381191,536a1328498e31de07934795,Штолле / Stolle,166,53.886530900000004,27.537187300000003,Pie Shop
22,220007,53.88244659999999,27.5497952,50c2d371e4b0f9a0d7526a8c,Стадион гимназии № 56,422,53.88133249999999,27.543643100000004,Soccer Field
23,220007,53.88244659999999,27.5497952,5a47c9d3628c837dc04c2e77,Мята Lounge Институт Культуры,501,53.884049,27.54265,Lounge
24,220069,53.88861850000001,27.520911600000005,500579b6e4b03bef9736731c,СЦ «Добрый жук»,431,53.88946899999999,27.5273326,Board Shop
25,220001,53.887919,27.5381191,55324a0e498ed648ac27b168,Пряности и Сладости,209,53.88962289999999,27.5394575,Coffee Shop
26,220036,53.89504029999999,27.5203662,547eb9bc498e4a242648aa28,lobby bar,628,53.892482400000006,27.5289099,Bar
27,220001,53.887919,27.5381191,5808efce38fad613f494ed5a,Корона,656,53.882019299999996,27.537994,Supermarket
28,220001,53.887919,27.5381191,5a97ec7b356b4925230a62e9,Doner King,356,53.885045999999996,27.5405261,Doner Restaurant
29,220001,53.887919,27.5381191,56d03001498e5cc677a19ad1,Лобби-бар БЦ «Титул»,398,53.8881968,27.544175899999995,Buffet
30,220001,53.887919,27.5381191,51234709e4b00987defb9661,Столовая БГУКИ,249,53.887565,27.5418745,College Cafeteria
31,220001,53.887919,27.5381191,5895d7d876b8b25854c42bc9,Завтрак,285,53.8863588,27.5415777,Doner Restaurant
32,220036,53.89504029999999,27.5203662,53870ac8498e8a3823987b26,Arborea,620,53.8925377,27.528815899999998,Restaurant
33,220001,53.887919,27.5381191,552e46f1498ee8a377b6487e,Музей истории медицины Беларуси,235,53.8866108,27.5352998,Science Museum
34,220001,53.887919,27.5381191,4ecc9c63be7bdfb286fbbeac,TUT Coffee,848,53.8953866,27.5406815,Coffee Shop
35,220001,53.887919,27.5381191,4de0b7eac65bcc724f467a20,Станция «Институт Культуры»,323,53.885028399999996,27.538656800000002,Metro Station
36,220001,53.887919,27.5381191,5926f8d046e1b64f3a95020f,TheХМЕЛЬ,429,53.8886015,27.544559600000003,Beer Bar
37,220001,53.887919,27.5381191,5311f7fd498eb2d59bfd004f,Кега,380,53.888979799999994,27.543634899999997,Beer Store
38,220001,53.887919,27.5381191,584be4e04988da27727bb444,Hampton by Hilton Minsk Fitness&GYM,403,53.88893149999999,27.544021299999997,Gym / Fitness Center
39,220001,53.887919,27.5381191,590c4a74a35dce1a17b6ae30,Yummy Coffee,426,53.8883596,27.544572100000003,Coffee Shop
40,220001,53.887919,27.5381191,52e90121498e09a753e94472,Поезд Минск-Брест,654,53.89099870000001,27.546625800000005,Train
41,220039,53.87678960000001,27.5316228,577ba3a4498ec5cc1dc05ff9,Нотариусы,605,53.88134,27.536688,Notary
42,220002,53.9129489,27.5554527,4f6b5976e4b08d2f3ebc877b,Вид на Троецкое и Сторожевскую,174,53.9136679,27.553082899999996,Scenic Lookout
43,220029,53.91166639999999,27.56517460000001,5ae6145275eee4002c8f24b5,Пункт Питания,308,53.912257,27.560577000000002,Café
44,220126,53.9110218,27.545203000000004,59a190694ce0663f03d98300,F1 Fitness,341,53.9107045,27.550388399999996,Gym / Fitness Center
45,220002,53.9129489,27.5554527,50e225d5e4b08361d2b67573,Trinity Hostel,456,53.9088764,27.5562128,Hostel
46,220002,53.9129489,27.5554527,559d1ed5498e914e9c52a64d,BRIOCHE Paris,317,53.910180000000004,27.5566376,Dessert Shop
47,220002,53.9129489,27.5554527,53089289498eb257b5cb4461,МузШок,541,53.9081495,27.5568386,Music Venue
48,220002,53.9129489,27.5554527,4f940dc3e4b03c1053d81919,Набережная реки Свислочь (Набярэжная ракі Свіслач),538,53.908325399999995,27.5530124,Waterfront
49,220029,53.91166639999999,27.56517460000001,4ca211aa0313370428b488d5,Национальный академический большой театр оперы и балета Республики Беларусь (Нацыянальны акадэмічны Вялікі тэатр оперы і балета),289,53.910360100000005,27.5613499,Opera House
50,220002,53.9129489,27.5554527,4d734fea3815f04d6d4e9a67,Галерея ремесел «Славутасць»,433,53.9092823,27.5576967,Arts & Crafts Store
51,220029,53.91166639999999,27.56517460000001,4ed8f1546c2547bc60d7ebd5,Осмоловка,313,53.913222700000006,27.561185499999997,Neighborhood
52,220002,53.9129489,27.5554527,4e940cfc29c2e7c7fe6ec362,Yoga Studio,396,53.9095,27.556976399999996,Yoga Studio
53,220029,53.91166639999999,27.56517460000001,5017a982e4b04836861d2534,Музей Алiварыя,409,53.914981700000006,27.5624559,Museum
54,220002,53.9129489,27.5554527,4d1771c325cda143b7fd76d6,Республиканский театр белорусской драматургии (Рэспублiканскi тэатр беларускай драматургii),470,53.916992099999995,27.5575385,Theater
55,220029,53.91166639999999,27.56517460000001,4e7f1e655503566611561cb4,Площадь Парижской Коммуны,387,53.9099591,27.560028000000003,Plaza
56,220002,53.9129489,27.5554527,4c4c1b209c8d2d7f2db7ee6b,Троицкое предместье / Траецкае прадмесьце,522,53.9082568,27.5557709,Neighborhood
57,220002,53.9129489,27.5554527,58e8d479a4367c18bb3894c6,Tamarind Thai Spa,289,53.910449899999996,27.5566667,Spa
58,220126,53.9110218,27.545203000000004,519e6858498eda6c74a58b61,Фонтан у Дворца Спорта,397,53.909411999999996,27.5506092,Fountain
59,220029,53.91166639999999,27.56517460000001,5de27938573dc00008320534,Beten Gav,375,53.914834,27.563205,Jewish Restaurant
60,220002,53.9129489,27.5554527,4e786aa945ddedd585e818e2,Галерея «Славутыя майстры»,575,53.9077787,27.555509899999997,Arts & Crafts Store
61,220002,53.9129489,27.5554527,558571e4498e3d1f8878fa61,Palova Arena,355,53.9106002,27.551770299999998,Basketball Court
62,220126,53.9110218,27.545203000000004,55b29cda498eb1be150a594f,DoubleTree by Hilton,372,53.90801329999999,27.5476902,Hotel
63,220029,53.91166639999999,27.56517460000001,4ff9a3e4e4b0d61585214501,Фонтан у Оперного театра,359,53.909686300000004,27.5608468,Fountain
64,220123,53.9191103,27.5650567,4dd763a9fa76ad96d12400c5,Beauty Time,441,53.917722499999996,27.558749900000002,Spa
65,220002,53.9129489,27.5554527,53045829498e5c8ec8fdb1d7,Fanfan boutique florist,355,53.909883900000004,27.556968599999998,Flower Shop
66,220029,53.91166639999999,27.56517460000001,5cfcf887f8cbd400396930b0,32.08,369,53.91482,27.563395,Coffee Shop
67,220123,53.9191103,27.5650567,4c0647e8c00ab713e3cdb26b,[’справа],378,53.917080299999995,27.560428100000003,Café
68,220008,53.8999924,27.5586274,56fead39498ec358052725a1,El Pushka,642,53.9057581,27.558182000000002,Bar
69,220126,53.9110218,27.545203000000004,584c023d0037eb460e8615c8,Salateira,366,53.9084799,27.548765999999997,Salad Place
70,220048,53.904034,27.5440831,5ad61800f96b2c02f27bc88a,OZ Книги,527,53.906291,27.551152000000002,Bookstore
71,220008,53.8999924,27.5586274,5b08568bad1789002c4cdc48,Bernardin (Бернардин),662,53.905898,27.557331,Gastropub
72,220126,53.9110218,27.545203000000004,5851ce99ce66aa0461314733,BAR:DOTXX1,409,53.908001600000006,27.548777,Lounge
73,220008,53.8999924,27.5586274,5712095e498ef351e110f580,Банки-Бутылки,692,53.9062029,27.558153000000004,Cocktail Bar
74,220029,53.91166639999999,27.56517460000001,5d5a7c830a7e5e0008d79232,TIDEN,220,53.913045,27.567588,Coffee Shop
75,220048,53.904034,27.5440831,5c670bad4c9be6002c4ba181,BARCAROLA Italian Bistro,404,53.9069,27.547865,Café
76,220029,53.91166639999999,27.56517460000001,4bf3b4af2d629521ea026058,Гурман,127,53.9123299,27.5635836,Eastern European Restaurant
77,220008,53.8999924,27.5586274,5918239aaa6c956919cf98d7,Дворик BeerCap & El Pushka,636,53.905710600000006,27.558286699999996,Bar
