,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
444,Studio District,43.6595255,-79.340923,Chez Nous,43.65964,-79.3469,Wine Bar
445,Studio District,43.6595255,-79.340923,Lil' Baci,43.6605116572649,-79.34315072724176,Italian Restaurant
446,Studio District,43.6595255,-79.340923,District 28,43.65517388160507,-79.34059760137761,Coworking Space
447,Studio District,43.6595255,-79.340923,Sweat & Soda,43.661853741871965,-79.33619591158853,Café
448,Studio District,43.6595255,-79.340923,Jimmie Simpson Park,43.65922968838468,-79.3450629597167,Park
449,Studio District,43.6595255,-79.340923,Delica Kitchen,43.66080581509536,-79.34150197940217,Café
450,Studio District,43.6595255,-79.340923,Brooklyn Tavern,43.6619369746749,-79.33593786927155,American Restaurant
451,Studio District,43.6595255,-79.340923,The Roy Public House,43.660451849464096,-79.34299382973944,Bar
452,Studio District,43.6595255,-79.340923,Spirit Loft Yoga,43.663548159441355,-79.3413327874046,Yoga Studio
453,Studio District,43.6595255,-79.340923,Barrio Cerveceria,43.66043013260823,-79.34350897486634,Latin American Restaurant
454,Studio District,43.6595255,-79.340923,The Thirsty Duck,43.66113846977925,-79.34010994796955,Gastropub
455,Studio District,43.6595255,-79.340923,Dwell Gym,43.6634116374049,-79.3411044597478,Gym / Fitness Center
456,Studio District,43.6595255,-79.340923,TD Canada Trust,43.66065945166685,-79.34277481866047,Bank
457,Studio District,43.6595255,-79.340923,7-Eleven,43.660897,-79.340159,Convenience Store
458,Studio District,43.6595255,-79.340923,Gale's Snack Bar,43.658239,-79.339077,Diner
459,Studio District,43.6595255,-79.340923,Good Neighbour,43.661000457579405,-79.34029809683763,Clothing Store
460,Studio District,43.6595255,-79.340923,Saulter Street Brewery,43.6584115679406,-79.34639217979787,Brewery
461,Studio District,43.6595255,-79.340923,McQueens Pub,43.661483127832994,-79.338072195258,Gastropub
462,Lawrence Park,43.7280205,-79.3887901,Lawrence Park Ravine,43.72696303913754,-79.39438246708775,Park
463,Lawrence Park,43.7280205,-79.3887901,Zodiac Swim School,43.728532057654384,-79.3828602612317,Swim School
464,Lawrence Park,43.7280205,-79.3887901,TTC Bus #162 - Lawrence-Donway,43.72802605799448,-79.38280527753858,Bus Line
465,Davisville North,43.7127511,-79.3901975,Sherwood Park,43.71655100307589,-79.38777567141624,Park
466,Davisville North,43.7127511,-79.3901975,Summerhill Market North,43.715499149106904,-79.39288125988016,Food & Drink Shop
467,Davisville North,43.7127511,-79.3901975,Homeway Restaurant & Brunch,43.712641203974435,-79.39155655199943,Breakfast Spot
468,Davisville North,43.7127511,-79.3901975,Winners,43.713236064132516,-79.3938728363979,Department Store
469,Davisville North,43.7127511,-79.3901975,Best Western Roehampton Hotel & Suites,43.7088783,-79.3908798,Hotel
470,Davisville North,43.7127511,-79.3901975,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
471,Davisville North,43.7127511,-79.3901975,Gym,43.71312601210132,-79.39353747528044,Gym
472,Davisville North,43.7127511,-79.3901975,Ho Su Korean & Japanese Restaurant,43.71000214374544,-79.39385634325663,Asian Restaurant
473,North Toronto West,43.7153834,-79.40567840000001,Barreworks,43.71407030751952,-79.40010911522094,Yoga Studio
474,North Toronto West,43.7153834,-79.40567840000001,Civello Salon,43.715110934974525,-79.40030409940266,Salon / Barbershop
475,North Toronto West,43.7153834,-79.40567840000001,C'est Bon,43.71678474928588,-79.40040634837081,Chinese Restaurant
476,North Toronto West,43.7153834,-79.40567840000001,Uncle Betty's Diner,43.7144524368588,-79.40009057656115,Diner
477,North Toronto West,43.7153834,-79.40567840000001,Sushi Shop,43.713861,-79.400093,Restaurant
478,North Toronto West,43.7153834,-79.40567840000001,Starbucks,43.71559,-79.40045,Coffee Shop
479,North Toronto West,43.7153834,-79.40567840000001,lululemon,43.7134783384539,-79.4000817882245,Sporting Goods Shop
480,North Toronto West,43.7153834,-79.40567840000001,Nailsense,43.71746731916718,-79.40065341489495,Spa
481,North Toronto West,43.7153834,-79.40567840000001,Tio's Urban Mexican,43.71463,-79.4,Mexican Restaurant
482,North Toronto West,43.7153834,-79.40567840000001,A&W,43.715149,-79.39994399999998,Fast Food Restaurant
483,North Toronto West,43.7153834,-79.40567840000001,Dufflet Pastries,43.71572948229811,-79.40028336157728,Dessert Shop
484,North Toronto West,43.7153834,-79.40567840000001,Tim Hortons,43.714894000113965,-79.3997758626938,Coffee Shop
485,North Toronto West,43.7153834,-79.40567840000001,Sporting Life,43.71627717160474,-79.40024796918705,Sporting Goods Shop
486,North Toronto West,43.7153834,-79.40567840000001,GAP,43.71544977487359,-79.40008916661074,Clothing Store
487,North Toronto West,43.7153834,-79.40567840000001,St. Clements - Yonge Parkette,43.712061795478746,-79.40425523454469,Park
488,North Toronto West,43.7153834,-79.40567840000001,Roots,43.71619386238741,-79.40066099166877,Clothing Store
489,North Toronto West,43.7153834,-79.40567840000001,Toys Toys Toys,43.71588939670437,-79.40024996383728,Toy / Game Store
490,North Toronto West,43.7153834,-79.40567840000001,Second Cup,43.714583000256965,-79.40011973797179,Café
491,North Toronto West,43.7153834,-79.40567840000001,GAP,43.714009000000004,-79.399959,Clothing Store
492,North Toronto West,43.7153834,-79.40567840000001,Little Party Shoppe,43.71382481560367,-79.40004944801329,Miscellaneous Shop
493,North Toronto West,43.7153834,-79.40567840000001,Budget Car & Truck Rental,43.718478999999995,-79.401165,Rental Car Location
494,Davisville,43.7043244,-79.3887901,Jules Cafe Patisserie,43.70413799694303,-79.38841260442167,Dessert Shop
495,Davisville,43.7043244,-79.3887901,Thobors Boulangerie Patisserie Café,43.70451387745327,-79.38861602551758,Café
496,Davisville,43.7043244,-79.3887901,Marigold Indian Bistro,43.702880859375,-79.38800811767578,Indian Restaurant
497,Davisville,43.7043244,-79.3887901,XO Gelato,43.70517671239303,-79.3887930388649,Dessert Shop
498,Davisville,43.7043244,-79.3887901,Viva Napoli,43.70575225315343,-79.38912464296774,Pizza Place
499,Davisville,43.7043244,-79.3887901,Starbucks,43.70594000000001,-79.38941,Coffee Shop
500,Davisville,43.7043244,-79.3887901,Zee Grill,43.70498511291793,-79.38847622354874,Seafood Restaurant
501,Davisville,43.7043244,-79.3887901,June Rowlands Park,43.700516982382354,-79.38918866607341,Park
502,Davisville,43.7043244,-79.3887901,Sakae Sushi,43.70494407149989,-79.38870408604551,Sushi Restaurant
503,Davisville,43.7043244,-79.3887901,Florentia Ristorante,43.703594,-79.3879846,Italian Restaurant
504,Davisville,43.7043244,-79.3887901,Positano,43.704558,-79.38863854,Italian Restaurant
505,Davisville,43.7043244,-79.3887901,Flaky Tart,43.70653850357435,-79.38961139953942,Dessert Shop
506,Davisville,43.7043244,-79.3887901,GoodLife Fitness,43.700802,-79.38641700000002,Gym
507,Davisville,43.7043244,-79.3887901,Granite Brewery,43.70799119535042,-79.38994275728216,Brewery
508,Davisville,43.7043244,-79.3887901,Bread and Butter,43.701582482274226,-79.38735878693541,Sandwich Place
509,Davisville,43.7043244,-79.3887901,Hokkaido Sushi,43.70808171836456,-79.38999467246003,Sushi Restaurant
510,Davisville,43.7043244,-79.3887901,Thai Spicy House,43.70196161628451,-79.3875129672506,Thai Restaurant
511,Davisville,43.7043244,-79.3887901,Crossfit Metric,43.70747956557104,-79.38985687683694,Gym
512,Davisville,43.7043244,-79.3887901,Mastermind Toys,43.704839243420075,-79.38854629838522,Toy / Game Store
513,Davisville,43.7043244,-79.3887901,Hazel's Diner,43.702102675115434,-79.3876176468172,Diner
514,Davisville,43.7043244,-79.3887901,souvlaki express,43.7073779465289,-79.38984793934695,Greek Restaurant
515,Davisville,43.7043244,-79.3887901,Second Cup,43.70434400138051,-79.38865888961692,Coffee Shop
516,Davisville,43.7043244,-79.3887901,Petro-Canada,43.70226903889355,-79.38795536756516,Gas Station
517,Davisville,43.7043244,-79.3887901,Shoppers Drug Mart,43.707806,-79.389893,Pharmacy
518,Davisville,43.7043244,-79.3887901,Apple Tree Farmer's Market,43.700326139031326,-79.38976045544334,Farmers Market
519,Davisville,43.7043244,-79.3887901,Starving Artist,43.701538,-79.38724,Restaurant
520,Davisville,43.7043244,-79.3887901,Marcheleo's Gourmet Marketplace,43.70804065392919,-79.39219480282117,Gourmet Shop
521,Davisville,43.7043244,-79.3887901,Subway,43.70176337400997,-79.38780495416756,Sandwich Place
522,Davisville,43.7043244,-79.3887901,Meow Cat Cafe,43.702927,-79.38819000000002,Café
523,Davisville,43.7043244,-79.3887901,Pizza Pizza,43.70613821755869,-79.38929246805057,Pizza Place
524,Davisville,43.7043244,-79.3887901,Rosedale Kennedy Flowers,43.704291008015225,-79.38873233163676,Flower Shop
525,Davisville,43.7043244,-79.3887901,Subway,43.7084743635371,-79.39067425664052,Sandwich Place
526,Davisville,43.7043244,-79.3887901,Aristotle McGregor's,43.702237,-79.387776,Pub
527,Davisville,43.7043244,-79.3887901,Oisie sushi,43.7083013094919,-79.38842444207054,Japanese Restaurant
528,Davisville,43.7043244,-79.3887901,Love To Dance,43.70838672789582,-79.39055765587766,Dance Studio
529,"Central Toronto, Summerhill East",43.6895743,-79.38315990000002,Ravine,43.69035594864729,-79.38684099383201,Trail
530,"Central Toronto, Summerhill East",43.6895743,-79.38315990000002,Totum Life Science St. Clair,43.68652516898866,-79.38344858470381,Gym
531,"Central Toronto, Summerhill East",43.6895743,-79.38315990000002,Moore Park Tennis Club,43.693289308734215,-79.38289953522845,Tennis Court
532,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,LCBO,43.686990631074885,-79.39923810519545,Liquor Store
533,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,The Market By Longo’s,43.686710999999995,-79.399536,Supermarket
534,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Mary Be Kitchen,43.687708,-79.395062,Restaurant
535,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Union Social Eatery,43.687895222057065,-79.39491559605743,American Restaurant
536,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Daeco Sushi,43.68783769992881,-79.39565249242682,Sushi Restaurant
537,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
538,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
539,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Raiders E-Sports Centre,43.68768291599039,-79.39594439646025,Sports Bar
540,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Fionn MacCool's,43.68792137317272,-79.39478325313543,Pub
541,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Popeyes Louisiana Kitchen,43.6893,-79.395302,Fried Chicken Joint
542,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Scallywags,43.687981749962695,-79.39467568457059,Pub
543,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
544,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,Sprout,43.68799560913353,-79.39465149552744,Vietnamese Restaurant
545,"Central Toronto, Summerhill West",43.68641229999999,-79.4000493,TTC Stop #,43.6858256,-79.40498099,Light Rail Station
546,Rosedale,43.6795626,-79.37752940000001,Rosedale Park,43.682328202278136,-79.37893434347683,Playground
547,Rosedale,43.6795626,-79.37752940000001,Whitney Park,43.68203573063682,-79.37378835021306,Park
548,Rosedale,43.6795626,-79.37752940000001,Alex Murray Parkette,43.67830024047896,-79.38277328698108,Park
549,Rosedale,43.6795626,-79.37752940000001,Milkman's Lane,43.67635206801555,-79.37384239440172,Trail
550,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Cranberries,43.6678427705951,-79.36940687874281,Diner
551,"Downtown Toronto, St. James Town",43.667967,-79.3676753,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
552,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Kingyo Toronto,43.66589495808372,-79.36841520638596,Japanese Restaurant
553,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Butter Chicken Factory,43.66707247004842,-79.36918422958169,Indian Restaurant
554,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Murgatroid,43.66738149016019,-79.36931129229455,Restaurant
555,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Merryberry Cafe + Bistro,43.66663020301851,-79.36879184199822,Café
556,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Cabbagetown Brew,43.66692279890784,-79.36928929560437,Café
557,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Absolute Bakery & Café,43.667469462461995,-79.36927654747196,Bakery
558,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Fair Trade Jewellery Co.,43.6653480241165,-79.36836240366654,Jewelry Store
559,"Downtown Toronto, St. James Town",43.667967,-79.3676753,St. Jamestown Delicatessen,43.665811423956086,-79.36864825640076,Butcher
560,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Toronto Dance Theatre,43.66623230619368,-79.36707506629983,General Entertainment
561,"Downtown Toronto, St. James Town",43.667967,-79.3676753,House on Parliament,43.663645704974314,-79.36785378722945,Gastropub
562,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Pet Valu,43.664205013396646,-79.36846012382637,Pet Store
563,"Downtown Toronto, St. James Town",43.667967,-79.3676753,The Epicure Shop,43.663964860964924,-79.36779540886937,Deli / Bodega
564,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Kanpai Snack Bar,43.66433093594864,-79.36806503124257,Taiwanese Restaurant
565,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Mr. Jerk,43.66732847256732,-79.37338943621165,Caribbean Restaurant
566,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Labour Of Love,43.663907,-79.368822,Gift Shop
567,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Stout Irish Pub,43.66389071833622,-79.3690300810636,Pub
568,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Sunny Green Vegetable and Fruit,43.667555388483756,-79.3724347693053,Market
569,"Downtown Toronto, St. James Town",43.667967,-79.3676753,The Pear Tree,43.664904018134834,-79.36824639094671,Restaurant
570,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Wellesley Park,43.669648795836714,-79.3621551990509,Park
571,"Downtown Toronto, St. James Town",43.667967,-79.3676753,TD Canada Trust,43.66465469253796,-79.3678870797158,Bank
572,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Thai Room - Cabbagetown,43.6641587260231,-79.3681887298098,Thai Restaurant
573,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Jetfuel Coffee,43.665295193920834,-79.36833454168159,Coffee Shop
574,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Hey Lucy,43.66407509923826,-79.36865505824356,Italian Restaurant
575,"Downtown Toronto, St. James Town",43.667967,-79.3676753,LCBO,43.665585593088366,-79.36853050840249,Liquor Store
576,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Winchester Park,43.66623107575282,-79.3716312803108,Playground
577,"Downtown Toronto, St. James Town",43.667967,-79.3676753,The Beer Store,43.666407899999996,-79.368833,Beer Store
578,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Tim Hortons,43.66716925802294,-79.36884865164753,Coffee Shop
579,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Subway,43.665643296106005,-79.3683001523662,Sandwich Place
580,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Daniel et Daniel Event Creation & Catering,43.6642172489066,-79.36826854052997,Bakery
581,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Pizza Pizza,43.66717873852173,-79.36966873777858,Pizza Place
582,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
583,"Downtown Toronto, St. James Town",43.667967,-79.3676753,The Flying Beaver Pubaret,43.664828798875426,-79.36829203718696,Pub
584,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Johnny G's,43.66456495893274,-79.36806027251207,Breakfast Spot
585,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
586,"Downtown Toronto, St. James Town",43.667967,-79.3676753,China Gourmet,43.664180241005106,-79.36835925727236,Chinese Restaurant
587,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Tender Trap Restaurant,43.66772379650776,-79.36948477788651,Chinese Restaurant
588,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Ambal Trading,43.66753798027583,-79.3693497864898,Market
589,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Rexall,43.666115999999995,-79.368323,Pharmacy
590,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Wellesley Parliament Square,43.668589018294284,-79.37016915914073,Plaza
591,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Shoppers Drug Mart,43.663998,-79.36783,Pharmacy
592,"Downtown Toronto, St. James Town",43.667967,-79.3676753,No Frills,43.663515000000004,-79.367166,Grocery Store
593,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Park Snacks,43.66697911709207,-79.36311542987823,Snack Place
594,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Me to We,43.66395287347868,-79.36883537699468,Office
595,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Beckers,43.66745509366001,-79.3732981061779,Convenience Store
596,"Downtown Toronto, St. James Town",43.667967,-79.3676753,Rosedale Ravine,43.672151681201306,-79.36715009255055,Park
597,Church and Wellesley,43.6658599,-79.38315990000002,Storm Crow Manor,43.666839856950226,-79.38159278029705,Theme Restaurant
598,Church and Wellesley,43.6658599,-79.38315990000002,DanceLifeX Centre,43.666955834487716,-79.38529729843141,Dance Studio
599,Church and Wellesley,43.6658599,-79.38315990000002,Como En Casa,43.66516,-79.384796,Mexican Restaurant
600,Church and Wellesley,43.6658599,-79.38315990000002,Smith,43.66692666745884,-79.38142135954267,Breakfast Spot
601,Church and Wellesley,43.6658599,-79.38315990000002,The Alley,43.665922447984975,-79.38556672752236,Bubble Tea Shop
602,Church and Wellesley,43.6658599,-79.38315990000002,Fabarnak,43.66637677585409,-79.38096396850409,Restaurant
603,Church and Wellesley,43.6658599,-79.38315990000002,Sansotei Ramen 三草亭,43.66673479451701,-79.3853530009483,Ramen Restaurant
604,Church and Wellesley,43.6658599,-79.38315990000002,Ho's Team Barber Shop,43.66563031656885,-79.38135926650858,Salon / Barbershop
605,Church and Wellesley,43.6658599,-79.38315990000002,Wickson Social,43.66590450775968,-79.38571974166426,Gastropub
606,Church and Wellesley,43.6658599,-79.38315990000002,Glad Day Bookshop,43.66527119350875,-79.38078512672504,Bookstore
607,Church and Wellesley,43.6658599,-79.38315990000002,Bar Volo,43.66546184849369,-79.3856915831566,Beer Bar
608,Church and Wellesley,43.6658599,-79.38315990000002,Barbara Hall Park,43.66687857011423,-79.38106777601625,Park
609,Church and Wellesley,43.6658599,-79.38315990000002,Ethiopian House,43.666598704396804,-79.38566906742606,Ethiopian Restaurant
610,Church and Wellesley,43.6658599,-79.38315990000002,Hero Certified Burgers,43.665624030299774,-79.38090430769088,Burger Joint
611,Church and Wellesley,43.6658599,-79.38315990000002,Si Lom,43.66501007731949,-79.38068288199048,Thai Restaurant
612,Church and Wellesley,43.6658599,-79.38315990000002,FUEL+,43.66439936324463,-79.38042718414235,Juice Bar
613,Church and Wellesley,43.6658599,-79.38315990000002,T-Swirl Crepe,43.663452,-79.384125,Creperie
614,Church and Wellesley,43.6658599,-79.38315990000002,Coach House Restaurant,43.664990598532036,-79.38481415727767,Diner
615,Church and Wellesley,43.6658599,-79.38315990000002,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
616,Church and Wellesley,43.6658599,-79.38315990000002,Riddle Room,43.66588109243845,-79.38493615023397,General Entertainment
617,Church and Wellesley,43.6658599,-79.38315990000002,Starbucks,43.66498,-79.38051,Coffee Shop
618,Church and Wellesley,43.6658599,-79.38315990000002,Baskin-Robbins,43.66507308115072,-79.38068437615618,Ice Cream Shop
619,Church and Wellesley,43.6658599,-79.38315990000002,Wine Rack,43.665802308703185,-79.38050712395065,Wine Shop
620,Church and Wellesley,43.6658599,-79.38315990000002,401 Games,43.66362327785325,-79.3840374323983,Hobby Shop
621,Church and Wellesley,43.6658599,-79.38315990000002,Holy Chuck,43.66524054342597,-79.38472816592301,Burger Joint
622,Church and Wellesley,43.6658599,-79.38315990000002,Woody's and Sailor,43.66438968402353,-79.38036131100687,Gay Bar
623,Church and Wellesley,43.6658599,-79.38315990000002,Dal Moro's Fresh Pasta To Go,43.66664070494267,-79.38540023837237,Italian Restaurant
624,Church and Wellesley,43.6658599,-79.38315990000002,Black Eagle,43.66408473971554,-79.38009823456886,Gay Bar
625,Church and Wellesley,43.6658599,-79.38315990000002,Kothur Indian Cuisine,43.667872295582065,-79.38565911153148,Indian Restaurant
626,Church and Wellesley,43.6658599,-79.38315990000002,Churchmouse & Firkin,43.66463217328347,-79.38040612389895,Pub
627,Church and Wellesley,43.6658599,-79.38315990000002,Bloom Cafe,43.66548,-79.38497,Dessert Shop
628,Church and Wellesley,43.6658599,-79.38315990000002,Burrito Bandidos,43.662962178169344,-79.38395554190545,Burrito Place
629,Church and Wellesley,43.6658599,-79.38315990000002,The Keg Steakhouse + Bar,43.66675618397813,-79.37830241801963,Steakhouse
630,Church and Wellesley,43.6658599,-79.38315990000002,Toronto Hemp Company,43.66841942932054,-79.38584843598086,Smoke Shop
631,Church and Wellesley,43.6658599,-79.38315990000002,Curry's Art Store Ltd.,43.66283810530194,-79.38373201352064,Arts & Crafts Store
632,Church and Wellesley,43.6658599,-79.38315990000002,Tokyo Sushi,43.66588533093685,-79.38697684868161,Sushi Restaurant
633,Church and Wellesley,43.6658599,-79.38315990000002,Church Street Espresso,43.66829221417146,-79.38187727767004,Café
634,Church and Wellesley,43.6658599,-79.38315990000002,YMCA,43.662753444930885,-79.3848492869005,Gym
635,Church and Wellesley,43.6658599,-79.38315990000002,Hone Fitness,43.66748371662794,-79.38551016951237,Gym
636,Church and Wellesley,43.6658599,-79.38315990000002,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
637,Church and Wellesley,43.6658599,-79.38315990000002,The Men's Room,43.66444559652594,-79.38006704821788,Men's Store
638,Church and Wellesley,43.6658599,-79.38315990000002,Out On The Street,43.66829316903279,-79.3803404783587,Men's Store
639,Church and Wellesley,43.6658599,-79.38315990000002,Ginger,43.66537154278578,-79.38084590182032,Vietnamese Restaurant
640,Church and Wellesley,43.6658599,-79.38315990000002,Kintaro,43.664151602498634,-79.38026409399563,Sake Bar
641,Church and Wellesley,43.6658599,-79.38315990000002,Wish,43.66875926600152,-79.38569365317709,Restaurant
642,Church and Wellesley,43.6658599,-79.38315990000002,The Anndore House,43.66880060698211,-79.38541264736057,Hotel
643,Church and Wellesley,43.6658599,-79.38315990000002,Hair Of The Dog,43.66282779855822,-79.37966975971743,Gastropub
644,Church and Wellesley,43.6658599,-79.38315990000002,The Yoga Sanctuary,43.661499497597596,-79.38363613350755,Yoga Studio
645,Church and Wellesley,43.6658599,-79.38315990000002,Kawa Sushi,43.66389438938989,-79.38021009464504,Japanese Restaurant
646,Church and Wellesley,43.6658599,-79.38315990000002,Buddies In Bad Times Theatre,43.663058539371825,-79.38344927771267,Nightclub
647,Church and Wellesley,43.6658599,-79.38315990000002,Constantine,43.66877272707399,-79.38528710685652,Mediterranean Restaurant
648,Church and Wellesley,43.6658599,-79.38315990000002,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
649,Church and Wellesley,43.6658599,-79.38315990000002,NC Salon +,43.66940593538455,-79.38674752555433,Health & Beauty Service
650,Church and Wellesley,43.6658599,-79.38315990000002,O. Noir,43.669144654205674,-79.3825046582174,Restaurant
651,Church and Wellesley,43.6658599,-79.38315990000002,7 West Cafe,43.66866503275271,-79.38682953936423,Café
652,Church and Wellesley,43.6658599,-79.38315990000002,Wendy's,43.662820073147046,-79.38337917323223,Fast Food Restaurant
653,Church and Wellesley,43.6658599,-79.38315990000002,The Betty Oliphant Theatre,43.664314903036214,-79.37772963287725,Theater
654,Church and Wellesley,43.6658599,-79.38315990000002,Coffee Island,43.66427089680225,-79.38697157138014,Coffee Shop
655,Church and Wellesley,43.6658599,-79.38315990000002,Cawthra Square Dog Park,43.66658331158984,-79.3800401687622,Dog Run
656,Church and Wellesley,43.6658599,-79.38315990000002,Naan & Kabob,43.66900468266943,-79.38621916870052,Afghan Restaurant
657,Church and Wellesley,43.6658599,-79.38315990000002,Onnki Donburi,43.66975742655125,-79.3845741987884,Japanese Restaurant
658,Church and Wellesley,43.6658599,-79.38315990000002,Ritz Caribbean Food,43.66954527049821,-79.38650615702159,Caribbean Restaurant
659,Church and Wellesley,43.6658599,-79.38315990000002,Okonomi House お好みハウス,43.66844763699195,-79.38688420443032,Japanese Restaurant
660,Church and Wellesley,43.6658599,-79.38315990000002,Crown Princess Fine Dining 伯爵名宴,43.666454929411174,-79.38769789187712,Chinese Restaurant
661,Church and Wellesley,43.6658599,-79.38315990000002,The Captain's Boil,43.6623749149796,-79.38353475807129,Seafood Restaurant
662,Church and Wellesley,43.6658599,-79.38315990000002,Rolltation,43.669388,-79.386566,Sushi Restaurant
663,Church and Wellesley,43.6658599,-79.38315990000002,Tika Tea House,43.668797,-79.38601,Bubble Tea Shop
664,Church and Wellesley,43.6658599,-79.38315990000002,The Salad House,43.66950801847592,-79.38606068373157,Mediterranean Restaurant
665,Church and Wellesley,43.6658599,-79.38315990000002,The Blake House,43.664468354131486,-79.37747087203942,American Restaurant
666,Church and Wellesley,43.6658599,-79.38315990000002,Starbucks,43.661527,-79.383411,Coffee Shop
667,Church and Wellesley,43.6658599,-79.38315990000002,H Mart,43.66933159547632,-79.38625713488061,Grocery Store
668,Church and Wellesley,43.6658599,-79.38315990000002,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
669,Church and Wellesley,43.6658599,-79.38315990000002,Kokoni Izakaya,43.664181433817156,-79.38025833040214,Japanese Restaurant
670,Church and Wellesley,43.6658599,-79.38315990000002,Joe Fresh,43.661955999999996,-79.38016,Clothing Store
671,Church and Wellesley,43.6658599,-79.38315990000002,Church Street Garage,43.66471024069593,-79.3803316033599,Gay Bar
672,Church and Wellesley,43.6658599,-79.38315990000002,Noah's Natural Foods,43.668532095753925,-79.38588463120627,Food & Drink Shop
673,Church and Wellesley,43.6658599,-79.38315990000002,Alexander Wood Statue,43.66370219409484,-79.38030123823394,Sculpture Garden
674,Church and Wellesley,43.6658599,-79.38315990000002,Asahi Sushi,43.66987385309732,-79.38294265075163,Sushi Restaurant
675,Church and Wellesley,43.6658599,-79.38315990000002,Bishop and Belcher,43.67009573008565,-79.38235405899651,Pub
676,Church and Wellesley,43.6658599,-79.38315990000002,Town Inn Suites,43.66905597213064,-79.38257311903673,Hotel
677,Church and Wellesley,43.6658599,-79.38315990000002,Croissant Tree,43.66957516951418,-79.38233074294871,Coffee Shop
678,Church and Wellesley,43.6658599,-79.38315990000002,A&W,43.66641495866356,-79.37823495735253,Fast Food Restaurant
679,Church and Wellesley,43.6658599,-79.38315990000002,Flash,43.66431873076485,-79.38019013536531,Strip Club
680,Church and Wellesley,43.6658599,-79.38315990000002,Petro-Canada,43.666637,-79.378028,Gas Station
681,Harbourfront,43.6542599,-79.3606359,Roselle Desserts,43.653446723052674,-79.3620167174383,Bakery
682,Harbourfront,43.6542599,-79.3606359,Tandem Coffee,43.65355870959944,-79.36180945913512,Coffee Shop
683,Harbourfront,43.6542599,-79.3606359,Cooper Koo Family YMCA,43.65319052672638,-79.35794700053884,Gym / Fitness Center
684,Harbourfront,43.6542599,-79.3606359,Body Blitz Spa East,43.654735050453645,-79.35987433132891,Spa
